Resort Name,Date,Price (€),Month-Year,Scraped Date
La Plagne 2100,2025-01-09,4092 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-01-10,4228 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-01-11,4199 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-01-12,3178 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-01-19,3497 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-01-26,3603 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-02-02,2828 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-02-09,2891 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-02-23,3886 ,ינו׳ 2025,2025-01-05
La Plagne 2100,2025-02-02,2828 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-02-09,2891 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-02-23,3886 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-03-02,4416 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-03-09,2917 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-03-16,2981 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-03-23,2628 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-03-30,2308 ,פבר׳ 2025,2025-01-05
La Plagne 2100,2025-03-02,4416 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-03-09,2917 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-03-16,2981 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-03-23,2628 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-03-30,2308 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-06,2677 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-07,2488 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-08,2533 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-09,2580 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-10,2756 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-11,2788 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-12,2502 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-13,2708 ,מרץ 2025,2025-01-05
La Plagne 2100,2025-04-06,2677 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-07,2488 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-08,2533 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-09,2580 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-10,2756 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-11,2788 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-12,2502 ,אפר׳ 2025,2025-01-05
La Plagne 2100,2025-04-13,2708 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-01-12,6154 ,ינו׳ 2025,2025-01-05
Val Thorens,2025-01-19,4072 ,ינו׳ 2025,2025-01-05
Val Thorens,2025-02-09,5599 ,ינו׳ 2025,2025-01-05
Val Thorens,2025-02-23,4346 ,ינו׳ 2025,2025-01-05
Val Thorens,2025-02-09,5599 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-02-23,4346 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-02,6096 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-09,4394 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-16,4431 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-23,4758 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-30,3792 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-31,3871 ,פבר׳ 2025,2025-01-05
Val Thorens,2025-03-02,6096 ,מרץ 2025,2025-01-05
Val Thorens,2025-03-09,4394 ,מרץ 2025,2025-01-05
Val Thorens,2025-03-16,4431 ,מרץ 2025,2025-01-05
Val Thorens,2025-03-23,4758 ,מרץ 2025,2025-01-05
Val Thorens,2025-03-30,3792 ,מרץ 2025,2025-01-05
Val Thorens,2025-03-31,3871 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-01,3825 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-02,3815 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-03,3144 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-04,2984 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-05,2945 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-06,3109 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-07,2884 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-08,2924 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-09,2967 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-10,3139 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-11,4499 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-12,4189 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-13,4486 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-14,3953 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-15,2485 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-16,2367 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-17,2466 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-18,2270 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-19,2231 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-20,2144 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-21,2342 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-22,2166 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-23,2106 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-24,2083 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-25,2082 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-26,2028 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-27,2061 ,מרץ 2025,2025-01-05
Val Thorens,2025-04-01,3825 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-02,3815 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-03,3144 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-04,2984 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-05,2945 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-06,3109 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-07,2884 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-08,2924 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-09,2967 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-10,3139 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-11,4499 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-12,4189 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-13,4486 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-14,3953 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-15,2485 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-16,2367 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-17,2466 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-18,2270 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-19,2231 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-20,2144 ,אפר׳ 2025,2025-01-05
Val Thorens,2025-04-21,2342 ,אפר׳ 2025,2025-01-05
