Resort Name,Date,Price (€),Month-Year,Scraped Date
La Plagne 2100,2024-12-29,4345 ,דצמ׳ 2024,2024-12-19
La Plagne 2100,2025-01-05,2521 ,דצמ׳ 2024,2024-12-19
La Plagne 2100,2025-01-12,2671 ,דצמ׳ 2024,2024-12-19
La Plagne 2100,2025-01-19,3497 ,דצמ׳ 2024,2024-12-19
La Plagne 2100,2025-01-26,3278 ,דצמ׳ 2024,2024-12-19
La Plagne 2100,2025-01-05,2521 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-01-12,2671 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-01-19,3497 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-01-26,3278 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-02-02,2535 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-02-09,2978 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-02-16,3798 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-02-23,3048 ,ינו׳ 2025,2024-12-19
La Plagne 2100,2025-02-02,2535 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-02-09,2978 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-02-16,3798 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-02-23,3048 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-03-02,4416 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-03-09,2916 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-03-16,2981 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-03-23,2628 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-03-30,2308 ,פבר׳ 2025,2024-12-19
La Plagne 2100,2025-03-02,4416 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-03-09,2916 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-03-16,2981 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-03-23,2628 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-03-30,2308 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-06,2677 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-07,2377 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-08,2354 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-09,2488 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-10,2656 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-11,2651 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-12,2407 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-13,2790 ,מרץ 2025,2024-12-19
La Plagne 2100,2025-04-06,2677 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-07,2377 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-08,2354 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-09,2488 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-10,2656 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-11,2651 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-12,2407 ,אפר׳ 2025,2024-12-19
La Plagne 2100,2025-04-13,2790 ,אפר׳ 2025,2024-12-19
Val Thorens,2024-12-29,5464 ,דצמ׳ 2024,2024-12-19
Val Thorens,2025-01-05,4292 ,דצמ׳ 2024,2024-12-19
Val Thorens,2025-01-12,6154 ,דצמ׳ 2024,2024-12-19
Val Thorens,2025-01-19,5700 ,דצמ׳ 2024,2024-12-19
Val Thorens,2025-01-26,4392 ,דצמ׳ 2024,2024-12-19
Val Thorens,2025-01-05,4292 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-01-12,6154 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-01-19,5700 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-01-26,4392 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-02-09,5654 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-02-16,5985 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-02-23,4157 ,ינו׳ 2025,2024-12-19
Val Thorens,2025-02-09,5654 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-02-16,5985 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-02-23,4157 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-02,5283 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-09,3484 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-16,4431 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-23,3044 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-30,3792 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-31,3825 ,פבר׳ 2025,2024-12-19
Val Thorens,2025-03-02,5283 ,מרץ 2025,2024-12-19
Val Thorens,2025-03-09,3484 ,מרץ 2025,2024-12-19
Val Thorens,2025-03-16,4431 ,מרץ 2025,2024-12-19
Val Thorens,2025-03-23,3044 ,מרץ 2025,2024-12-19
Val Thorens,2025-03-30,3792 ,מרץ 2025,2024-12-19
Val Thorens,2025-03-31,3825 ,מרץ 2025,2024-12-19
Val Thorens,2025-04-01,3758 ,מרץ 2025,2024-12-19
Val Thorens,2025-04-02,3792 ,מרץ 2025,2024-12-19
